invoice_id,vendor_id,vendor_name,vendor_category,po_reference,po_amount,invoice_amount,gr_amount,deviation_pct,days_since_last_invoice,is_new_vendor,three_way_match,invoice_date,anomaly_type,label
INV-23125,V-007,SafetyFirst Ltd,safety,PO-75818,8111.96,8312.58,8111.96,2.47,37,0,1,2024-09-10,none,0
INV-18634,V-007,SafetyFirst Ltd,safety,PO-38908,7729.27,7629.94,7729.27,-1.29,28,0,1,2024-10-15,none,0
INV-88410,V-005,FastTech Solutions,IT,PO-63528,28078.34,28556.21,28078.34,1.7,28,0,1,2025-04-26,none,0
INV-12623,V-005,FastTech Solutions,IT,PO-46362,27871.83,27042.82,27871.83,-2.97,26,0,1,2025-06-14,none,0
INV-17609,V-002,BioTech Equipment Ltd,medical,PO-64823,157805.88,154635.44,157805.88,-2.01,32,0,1,2024-10-04,none,0
INV-28552,V-005,FastTech Solutions,IT,PO-89752,27748.73,28423.89,27748.73,2.43,37,0,1,2025-05-24,none,0
INV-41964,V-004,OfficeMax,stationery,PO-93082,1965.42,1950.53,1965.42,-0.76,31,0,1,2024-11-24,none,0
INV-72442,V-002,BioTech Equipment Ltd,medical,PO-62621,167931.29,169381.44,167931.29,0.86,22,0,1,2024-04-26,none,0
INV-88910,V-005,FastTech Solutions,IT,PO-74157,29404.31,28743.57,29404.31,-2.25,35,0,1,2024-10-02,none,0
INV-47423,V-NEW-008,NewVendor Corp 8,industrial,PO-14694,149370.86,153647.72,140432.69,2.86,10,1,1,2025-07-28,new_vendor_risk,1
INV-33322,V-008,TechServe Inc,IT,PO-48025,49247.97,49996.71,49247.97,1.52,6,0,1,2024-04-22,duplicate,1
INV-32695,V-004,OfficeMax,stationery,PO-12597,2155.68,2112.88,2155.68,-1.99,29,0,1,2026-01-05,none,0
INV-65730,V-007,SafetyFirst Ltd,safety,PO-87645,8498.16,8350.75,8498.16,-1.73,27,0,1,2025-10-23,none,0
INV-78872,V-007,SafetyFirst Ltd,safety,PO-83072,7845.08,7652.92,7845.08,-2.45,38,0,1,2025-08-13,none,0
INV-38350,V-NEW-009,NewVendor Corp 9,IT,PO-65234,169446.09,168842.26,152593.24,-0.36,8,1,1,2024-08-09,new_vendor_risk,1
INV-50081,V-005,FastTech Solutions,IT,PO-49748,27845.79,28177.12,27845.79,1.19,29,0,1,2025-05-29,none,0
INV-35281,V-002,BioTech Equipment Ltd,medical,PO-86680,191475.65,196838.72,191475.65,2.8,35,0,1,2024-07-16,none,0
INV-89549,V-005,FastTech Solutions,IT,PO-95500,29994.07,46413.78,29994.07,54.74,26,0,0,2025-08-05,overbilling,1
INV-42800,V-008,TechServe Inc,IT,PO-18804,46554.88,45774.17,46554.88,-1.68,25,0,1,2025-05-23,none,0
INV-39891,V-002,BioTech Equipment Ltd,medical,PO-87680,177956.36,174971.84,177956.36,-1.68,33,0,1,2024-05-09,none,0
INV-24387,V-010,ProMed Devices,medical,PO-66637,89958.05,89713.15,89958.05,-0.27,27,0,1,2024-04-12,none,0
INV-4425,V-NEW-018,NewVendor Corp 18,industrial,PO-28972,219314.06,239816.15,213425.71,9.35,9,1,0,2025-10-03,new_vendor_risk,1
INV-2663,V-NEW-017,NewVendor Corp 17,industrial,PO-21844,73329.92,76393.1,61125.9,4.18,18,1,1,2025-04-16,new_vendor_risk,1
INV-97266,V-002,BioTech Equipment Ltd,medical,PO-12277,189188.09,187138.03,189188.09,-1.08,28,0,1,2025-04-24,none,0
INV-34671,V-006,GlobalParts Co,industrial,PO-37588,55458.11,55324.24,55458.11,-0.24,28,0,1,2024-07-24,none,0
INV-16507,V-010,ProMed Devices,medical,PO-71928,98539.72,98463.99,98539.72,-0.08,25,0,1,2024-10-01,none,0
INV-32696,V-010,ProMed Devices,medical,PO-76179,97822.15,99145.04,97822.15,1.35,25,0,1,2024-08-20,none,0
INV-54627,V-002,BioTech Equipment Ltd,medical,PO-98208,166476.21,165031.06,166476.21,-0.87,33,0,1,2024-10-31,none,0
INV-61095,V-008,TechServe Inc,IT,PO-10620,47832.09,49125.83,47832.09,2.7,28,0,1,2026-01-28,none,0
INV-90547,V-007,SafetyFirst Ltd,safety,PO-37115,8933.01,9023.69,8933.01,1.02,23,0,1,2025-10-30,none,0
INV-65682,V-004,OfficeMax,stationery,PO-63907,2085.94,2114.49,2085.94,1.37,37,0,1,2024-09-06,none,0
INV-93355,V-003,MedCo Supplies Inc,medical,PO-17204,12573.04,19093.27,12573.04,51.86,30,0,0,2026-03-14,overbilling,1
INV-69224,V-003,MedCo Supplies Inc,medical,PO-53715,13071.88,13402.01,13071.88,2.53,25,0,1,2025-04-27,none,0
INV-59117,V-003,MedCo Supplies Inc,medical,PO-15833,11749.48,11759.9,11749.48,0.09,36,0,1,2025-06-17,none,0
INV-86166,V-007,SafetyFirst Ltd,safety,PO-31406,7805.23,7922.32,7805.23,1.5,24,0,1,2025-02-10,none,0
INV-6550,V-008,TechServe Inc,IT,PO-61363,46031.48,46768.12,0.0,1.6,32,0,0,2025-10-28,phantom_delivery,1
INV-23064,V-009,CleanCo Services,facilities,PO-83249,6304.01,6398.6,6304.01,1.5,26,0,1,2026-02-23,none,0
INV-3877,V-008,TechServe Inc,IT,PO-64230,47328.06,46185.31,47328.06,-2.41,30,0,1,2026-01-10,none,0
INV-17005,V-007,SafetyFirst Ltd,safety,PO-85706,8871.81,9035.474311506423,8871.81,1.84,28,0,1,2025-06-06,none,0
INV-58166,V-008,TechServe Inc,IT,PO-41990,45359.22,45560.12,45359.22,0.44,31,0,1,2025-08-06,none,0
INV-79724,V-NEW-011,NewVendor Corp 11,IT,PO-77405,154625.77,169980.54,131513.21,9.93,15,1,0,2024-06-17,new_vendor_risk,1
INV-12142,V-006,GlobalParts Co,industrial,PO-45500,53727.25,52634.62,53727.25,-2.03,38,0,1,2025-07-14,none,0
INV-76864,V-006,GlobalParts Co,industrial,PO-56976,54835.27,54780.34,54835.27,-0.1,39,0,1,2026-01-11,none,0
INV-85167,V-003,MedCo Supplies Inc,medical,PO-86455,11301.59,11162.58,0.0,-1.23,30,0,0,2025-11-10,phantom_delivery,1
INV-6461,V-005,FastTech Solutions,IT,PO-72371,27030.84,26427.28,27030.84,-2.23,33,0,1,2024-04-30,none,0
INV-92852,V-008,TechServe Inc,IT,PO-25216,46125.21,46465.11,46125.21,0.74,23,0,1,2025-12-13,none,0
INV-91176,V-NEW-012,NewVendor Corp 12,IT,PO-51916,230615.7,238210.46,191516.83,3.29,13,1,1,2024-11-02,new_vendor_risk,1
INV-1403,V-003,MedCo Supplies Inc,medical,PO-62515,11432.07,11233.06,11432.07,-1.74,32,0,1,2025-09-03,none,0
INV-1730,V-004,OfficeMax,stationery,PO-52464,1836.39,1895.4210537972674,1836.39,3.21,28,0,1,2025-04-12,none,0
INV-82764,V-008,TechServe Inc,IT,PO-44743,45201.36,43864.9,45201.36,-2.96,27,0,1,2025-04-11,none,0
INV-64760,V-008,TechServe Inc,IT,PO-84517,48599.83,48194.69,48599.83,-0.83,4,0,1,2025-01-22,duplicate,1
INV-78746,V-006,GlobalParts Co,industrial,PO-40145,50890.47,49756.82,50890.47,-2.23,24,0,1,2025-04-04,none,0
INV-90228,V-006,GlobalParts Co,industrial,PO-28340,47511.78,48644.64,47511.78,2.38,22,0,1,2026-02-28,none,0
INV-93668,V-008,TechServe Inc,IT,PO-83137,48756.44,50109.01,48756.44,2.77,34,0,1,2025-06-23,none,0
INV-50058,V-001,Apex Supplies Ltd,industrial,PO-93755,31670.8,32094.96,0.0,1.34,27,0,0,2026-01-15,phantom_delivery,1
INV-23740,V-004,OfficeMax,stationery,PO-88957,1852.69,1877.81,1852.69,1.36,36,0,1,2025-10-21,none,0
INV-33044,V-001,Apex Supplies Ltd,industrial,PO-21300,37732.69,37906.75,37732.69,0.46,31,0,1,2025-01-06,none,0
INV-63602,V-010,ProMed Devices,medical,PO-94881,86359.28,87923.42,86359.28,1.81,25,0,1,2024-12-14,none,0
INV-81584,V-010,ProMed Devices,medical,PO-38062,93213.27,93405.59,93213.27,0.21,43,0,1,2025-01-29,none,0
INV-40678,V-001,Apex Supplies Ltd,industrial,PO-20310,32618.9,31957.06,32618.9,-2.03,28,0,1,2024-09-06,none,0
INV-21107,V-002,BioTech Equipment Ltd,medical,PO-16782,161548.01,166015.59,161548.01,2.77,28,0,1,2025-03-14,none,0
INV-59081,V-010,ProMed Devices,medical,PO-50575,86293.75,85628.52,86293.75,-0.77,1,0,1,2024-11-12,duplicate,1
INV-75344,V-007,SafetyFirst Ltd,safety,PO-19898,7728.89,7576.13,7728.89,-1.98,28,0,1,2025-05-01,none,0
INV-29333,V-003,MedCo Supplies Inc,medical,PO-89879,11608.61,11668.15,11608.61,0.51,27,0,1,2024-12-16,none,0
INV-94012,V-008,TechServe Inc,IT,PO-47735,45079.84,44859.33,45079.84,-0.49,28,0,1,2024-04-28,none,0
INV-19411,V-001,Apex Supplies Ltd,industrial,PO-18913,33490.94,33023.23,33490.94,-1.4,37,0,1,2024-04-09,none,0
INV-2785,V-003,MedCo Supplies Inc,medical,PO-31245,11684.58,11625.13,11684.58,-0.51,32,0,1,2024-10-10,none,0
INV-5449,V-007,SafetyFirst Ltd,safety,PO-27532,8569.67,8412.64,0.0,-1.83,26,0,0,2025-11-08,phantom_delivery,1
INV-94148,V-004,OfficeMax,stationery,PO-33850,2078.45,2081.69,2078.45,0.16,31,0,1,2024-04-19,none,0
INV-58375,V-007,SafetyFirst Ltd,safety,PO-95719,7967.54,7872.94,7967.54,-1.19,30,0,1,2025-07-19,none,0
INV-2673,V-007,SafetyFirst Ltd,safety,PO-78515,8117.67,8185.42,8117.67,0.83,26,0,1,2025-12-07,none,0
INV-27224,V-006,GlobalParts Co,industrial,PO-64304,49392.67,48577.36,49392.67,-1.65,30,0,1,2025-02-08,none,0
INV-84990,V-NEW-018,NewVendor Corp 18,industrial,PO-10480,237813.06,244640.01,217295.19,2.87,16,1,1,2025-11-12,new_vendor_risk,1
INV-93835,V-007,SafetyFirst Ltd,safety,PO-70435,9171.06,9200.15,9171.06,0.32,40,0,1,2024-11-20,none,0
INV-3764,V-010,ProMed Devices,medical,PO-70291,86125.74,86737.15,0.0,0.71,32,0,0,2025-05-10,phantom_delivery,1
INV-27965,V-004,OfficeMax,stationery,PO-88398,1843.74,1833.22,1843.74,-0.57,35,0,1,2024-06-16,none,0
INV-20770,V-003,MedCo Supplies Inc,medical,PO-84381,13154.83,12901.78,13154.83,-1.92,39,0,1,2026-01-02,none,0
INV-51572,V-006,GlobalParts Co,industrial,PO-59227,48733.44,48698.32,48733.44,-0.07,37,0,1,2025-07-24,none,0
INV-76214,V-005,FastTech Solutions,IT,PO-37263,27250.32,26880.61,27250.32,-1.36,25,0,1,2025-11-26,none,0
INV-51343,V-002,BioTech Equipment Ltd,medical,PO-98958,175057.43,175078.25,175057.43,0.01,28,0,1,2025-04-19,none,0
INV-34266,V-003,MedCo Supplies Inc,medical,PO-46655,12286.18,12094.33,12286.18,-1.56,24,0,1,2025-03-06,none,0
INV-90626,V-005,FastTech Solutions,IT,PO-78188,29267.52,29031.84,29267.52,-0.81,32,0,1,2025-06-14,none,0
INV-48621,V-002,BioTech Equipment Ltd,medical,PO-13613,168523.69,171269.4,168523.69,1.63,36,0,1,2026-02-21,none,0
INV-45210,V-003,MedCo Supplies Inc,medical,PO-17652,12009.75,12034.78,0.0,0.21,28,0,0,2025-01-15,phantom_delivery,1
INV-75594,V-005,FastTech Solutions,IT,PO-74701,30013.93,30114.11,30013.93,0.33,6,0,1,2026-02-12,duplicate,1
INV-45228,V-007,SafetyFirst Ltd,safety,PO-41307,9213.8,9161.37,9213.8,-0.57,31,0,1,2025-07-27,none,0
INV-28771,V-006,GlobalParts Co,industrial,PO-88604,52009.42,66086.14,52009.42,27.07,34,0,0,2025-02-12,overbilling,1
INV-16603,V-008,TechServe Inc,IT,PO-69023,40776.29,40939.23,40776.29,0.4,32,0,1,2024-06-25,none,0
INV-89501,V-002,BioTech Equipment Ltd,medical,PO-40828,170611.44,171899.83,170611.44,0.76,30,0,1,2025-02-06,none,0
INV-41374,V-007,SafetyFirst Ltd,safety,PO-30407,7908.7,7999.66,7908.7,1.15,39,0,1,2025-06-23,none,0
INV-35628,V-003,MedCo Supplies Inc,medical,PO-86040,12822.16,13205.86,12822.16,2.99,32,0,1,2025-01-20,none,0
INV-11522,V-002,BioTech Equipment Ltd,medical,PO-97828,167107.38,164549.79645389406,167107.38,-1.53,22,0,1,2024-12-19,none,0
INV-67652,V-003,MedCo Supplies Inc,medical,PO-86268,12756.0,12719.46,12756.0,-0.29,22,0,1,2024-11-20,none,0
INV-20233,V-008,TechServe Inc,IT,PO-99736,44492.47,45821.73,44492.47,2.99,33,0,1,2024-04-28,none,0
INV-8017,V-005,FastTech Solutions,IT,PO-61466,27503.41,27673.12,27503.41,0.62,25,0,1,2025-11-18,none,0
INV-35967,V-005,FastTech Solutions,IT,PO-64771,26060.97,26921.708671836823,26060.97,3.3,31,0,1,2025-11-21,none,0
INV-84357,V-002,BioTech Equipment Ltd,medical,PO-49528,176187.18,177847.1,0.0,0.94,34,0,0,2024-08-04,phantom_delivery,1
INV-48810,V-007,SafetyFirst Ltd,safety,PO-89942,9321.95,9446.81,9321.95,1.34,27,0,1,2025-01-06,none,0
INV-57286,V-NEW-016,NewVendor Corp 16,medical,PO-34944,105347.18,115622.95,90266.22,9.75,11,1,0,2025-08-06,new_vendor_risk,1
INV-62656,V-007,SafetyFirst Ltd,safety,PO-80016,8323.68,8418.7,8323.68,1.14,34,0,1,2025-12-06,none,0
INV-34817,V-003,MedCo Supplies Inc,medical,PO-46194,11065.78,10925.59,11065.78,-1.27,25,0,1,2025-07-04,none,0
INV-57725,V-007,SafetyFirst Ltd,safety,PO-86426,8339.94,8148.51,8339.94,-2.3,23,0,1,2024-05-16,none,0
INV-91342,V-007,SafetyFirst Ltd,safety,PO-73185,7656.32,7537.57,7656.32,-1.55,30,0,1,2025-11-22,none,0
INV-86099,V-NEW-006,NewVendor Corp 6,industrial,PO-21369,171234.72,169917.33,141127.38,-0.77,5,1,1,2025-07-17,new_vendor_risk,1
INV-93141,V-005,FastTech Solutions,IT,PO-69510,30788.43,30512.65,30788.43,-0.9,35,0,1,2026-01-13,none,0
INV-1471,V-005,FastTech Solutions,IT,PO-16706,29502.58,30255.63,29502.58,2.55,39,0,1,2025-08-01,none,0
INV-90220,V-009,CleanCo Services,facilities,PO-25799,6599.58,6610.3,6599.58,0.16,3,0,1,2024-09-01,duplicate,1
INV-6918,V-009,CleanCo Services,facilities,PO-49592,6595.32,6549.39,6595.32,-0.7,25,0,1,2024-09-28,none,0
INV-74963,V-005,FastTech Solutions,IT,PO-14629,28936.81,29090.193033535274,28936.81,0.53,27,0,1,2025-01-05,none,0
INV-63744,V-007,SafetyFirst Ltd,safety,PO-96190,8921.42,8951.83,8921.42,0.34,38,0,1,2025-11-21,none,0
INV-67015,V-004,OfficeMax,stationery,PO-50751,2002.2,1954.96,2002.2,-2.36,23,0,1,2026-01-11,none,0
INV-40420,V-009,CleanCo Services,facilities,PO-19298,5832.87,5864.7,0.0,0.55,26,0,0,2024-06-10,phantom_delivery,1
INV-63165,V-010,ProMed Devices,medical,PO-36275,86014.67,86945.21,86014.67,1.08,32,0,1,2025-04-05,none,0
INV-75233,V-003,MedCo Supplies Inc,medical,PO-84162,12978.63,13321.088464820188,12978.63,2.64,35,0,1,2024-05-20,none,0
INV-64154,V-003,MedCo Supplies Inc,medical,PO-46497,11822.48,11980.47,11822.48,1.34,29,0,1,2025-08-15,none,0
INV-64944,V-004,OfficeMax,stationery,PO-61815,2091.96,2080.78,2091.96,-0.53,32,0,1,2024-05-28,none,0
INV-5952,V-003,MedCo Supplies Inc,medical,PO-53369,11544.59,11253.27,11544.59,-2.52,29,0,1,2026-02-20,none,0
INV-19827,V-007,SafetyFirst Ltd,safety,PO-74773,8738.3,8661.04,0.0,-0.88,27,0,0,2024-04-14,phantom_delivery,1
INV-2130,V-006,GlobalParts Co,industrial,PO-23931,47441.59,47113.97,47441.59,-0.69,28,0,1,2024-09-26,none,0
INV-97631,V-010,ProMed Devices,medical,PO-61111,97547.05,99074.0,97547.05,1.57,35,0,1,2025-07-28,none,0
INV-81385,V-006,GlobalParts Co,industrial,PO-43072,54584.53,54103.34,54584.53,-0.88,34,0,1,2024-10-12,none,0
INV-85524,V-005,FastTech Solutions,IT,PO-51027,26152.24,31798.63,26152.24,21.59,29,0,0,2024-04-19,overbilling,1
INV-77993,V-NEW-004,NewVendor Corp 4,IT,PO-90505,104444.64,104889.63,101644.61,0.43,1,1,1,2025-01-13,new_vendor_risk,1
INV-25108,V-006,GlobalParts Co,industrial,PO-65397,53472.31,51989.74,53472.31,-2.77,27,0,1,2024-09-29,none,0
INV-35739,V-002,BioTech Equipment Ltd,medical,PO-98650,168437.14,168437.52,168437.14,0.0,29,0,1,2026-03-09,none,0
INV-84587,V-009,CleanCo Services,facilities,PO-54809,5800.74,5882.97,0.0,1.42,23,0,0,2025-04-13,phantom_delivery,1
INV-59239,V-001,Apex Supplies Ltd,industrial,PO-53691,34031.85,34613.28,34031.85,1.71,25,0,1,2024-07-22,none,0
INV-97380,V-008,TechServe Inc,IT,PO-34833,42116.93,42594.81,42116.93,1.13,31,0,1,2025-11-03,none,0
INV-48223,V-007,SafetyFirst Ltd,safety,PO-64687,9291.61,9021.14,9291.61,-2.91,30,0,1,2025-10-20,none,0
INV-90746,V-009,CleanCo Services,facilities,PO-57312,6431.71,6481.03,6431.71,0.77,31,0,1,2025-07-26,none,0
INV-18713,V-003,MedCo Supplies Inc,medical,PO-12664,11368.96,11461.05,11368.96,0.81,23,0,1,2026-02-09,none,0
INV-35161,V-009,CleanCo Services,facilities,PO-89106,5864.28,5787.11,5864.28,-1.32,28,0,1,2026-03-22,none,0
INV-59779,V-003,MedCo Supplies Inc,medical,PO-54141,10939.43,10650.53,10939.43,-2.64,28,0,1,2025-10-14,none,0
INV-45155,V-NEW-003,NewVendor Corp 3,industrial,PO-79013,243389.79,238943.59,210638.33,-1.83,8,1,1,2024-06-23,new_vendor_risk,1
INV-50241,V-002,BioTech Equipment Ltd,medical,PO-33088,168951.19,168146.71,168951.19,-0.48,30,0,1,2025-03-06,none,0
INV-61986,V-004,OfficeMax,stationery,PO-45275,2132.55,2131.3,2132.55,-0.06,26,0,1,2024-08-15,none,0
INV-91241,V-007,SafetyFirst Ltd,safety,PO-35194,8085.97,7931.12,8085.97,-1.92,29,0,1,2024-08-24,none,0
INV-4285,V-009,CleanCo Services,facilities,PO-59401,5633.11,7231.24,5633.11,28.37,30,0,0,2024-10-14,overbilling,1
INV-88268,V-001,Apex Supplies Ltd,industrial,PO-83870,34571.55,34137.56,34571.55,-1.26,27,0,1,2024-08-03,none,0
INV-14291,V-006,GlobalParts Co,industrial,PO-63225,51122.08,51561.63,51122.08,0.86,33,0,1,2025-11-28,none,0
INV-43294,V-004,OfficeMax,stationery,PO-68956,1890.36,1897.78,1890.36,0.39,24,0,1,2024-09-20,none,0
INV-95861,V-002,BioTech Equipment Ltd,medical,PO-27716,172061.78,177121.28,172061.78,2.94,31,0,1,2024-04-27,none,0
INV-45358,V-007,SafetyFirst Ltd,safety,PO-28369,8128.13,7967.66,8128.13,-1.97,41,0,1,2025-01-09,none,0
INV-70516,V-007,SafetyFirst Ltd,safety,PO-27380,8660.54,8764.15,8660.54,1.2,28,0,1,2024-10-15,none,0
INV-37025,V-001,Apex Supplies Ltd,industrial,PO-39470,35220.18,33600.166935119014,35220.18,-4.6,30,0,1,2024-09-22,none,0
INV-13462,V-005,FastTech Solutions,IT,PO-81532,28939.11,29196.03,28939.11,0.89,36,0,1,2025-12-31,none,0
INV-71727,V-007,SafetyFirst Ltd,safety,PO-44478,8822.01,8860.26,8822.01,0.43,32,0,1,2025-06-15,none,0
INV-8775,V-007,SafetyFirst Ltd,safety,PO-54221,8963.2,9408.728298444285,8963.2,4.97,18,0,1,2025-05-08,none,0
INV-71741,V-006,GlobalParts Co,industrial,PO-20961,51495.25,52138.12,0.0,1.25,25,0,0,2024-09-27,phantom_delivery,1
INV-76050,V-010,ProMed Devices,medical,PO-14967,97828.12,98709.75,97828.12,0.9,31,0,1,2026-01-01,none,0
INV-77099,V-003,MedCo Supplies Inc,medical,PO-44795,11795.57,11635.2,11795.57,-1.36,37,0,1,2026-02-15,none,0
INV-92753,V-009,CleanCo Services,facilities,PO-91612,5484.07,5515.37,5484.07,0.57,26,0,1,2024-11-11,none,0
INV-21541,V-008,TechServe Inc,IT,PO-14761,45468.7,46152.4,45468.7,1.5,31,0,1,2024-06-17,none,0
INV-94436,V-009,CleanCo Services,facilities,PO-53815,5410.73,5342.02,5410.73,-1.27,19,0,1,2025-11-05,none,0
INV-41359,V-005,FastTech Solutions,IT,PO-36060,29797.66,42939.93,29797.66,44.11,31,0,0,2026-02-24,overbilling,1
INV-43630,V-002,BioTech Equipment Ltd,medical,PO-48489,171414.81,167033.77,171414.81,-2.56,28,0,1,2024-12-17,none,0
INV-70607,V-005,FastTech Solutions,IT,PO-82834,26017.96,26361.91,26017.96,1.32,29,0,1,2025-04-16,none,0
INV-19005,V-008,TechServe Inc,IT,PO-34345,46772.7,47800.28,46772.7,2.2,33,0,1,2026-02-01,none,0
INV-63800,V-008,TechServe Inc,IT,PO-30072,48629.89,50084.98,48629.89,2.99,39,0,1,2024-12-16,none,0
INV-72742,V-009,CleanCo Services,facilities,PO-14064,6119.92,6147.68,6119.92,0.45,5,0,1,2024-11-11,duplicate,1
INV-89795,V-001,Apex Supplies Ltd,industrial,PO-27988,34411.42,34009.59,34411.42,-1.17,40,0,1,2025-03-03,none,0
INV-77018,V-005,FastTech Solutions,IT,PO-15746,28974.27,29530.63,28974.27,1.92,26,0,1,2025-03-15,none,0
INV-18863,V-001,Apex Supplies Ltd,industrial,PO-62889,35812.57,35430.27,35812.57,-1.07,36,0,1,2025-08-01,none,0
INV-69809,V-008,TechServe Inc,IT,PO-10955,42146.09,43335.09272797523,42146.09,2.82,34,0,1,2025-03-08,none,0
INV-35118,V-009,CleanCo Services,facilities,PO-13352,6215.94,6064.86,6215.94,-2.43,31,0,1,2024-12-10,none,0
INV-56293,V-009,CleanCo Services,facilities,PO-20888,6557.4,6615.291627008454,6557.4,0.88,31,0,1,2024-11-09,none,0
INV-53699,V-007,SafetyFirst Ltd,safety,PO-18281,9090.95,9320.18,9090.95,2.52,31,0,1,2024-11-30,none,0
INV-8329,V-002,BioTech Equipment Ltd,medical,PO-53829,165782.16,169658.97,165782.16,2.34,26,0,1,2025-04-04,none,0
INV-19121,V-006,GlobalParts Co,industrial,PO-50725,50846.81,51462.36,0.0,1.21,36,0,0,2026-01-13,phantom_delivery,1
INV-67308,V-NEW-020,NewVendor Corp 20,industrial,PO-89425,174529.91,181574.41,152111.88,4.04,14,1,1,2025-02-16,new_vendor_risk,1
INV-43875,V-007,SafetyFirst Ltd,safety,PO-47118,8506.96,8666.44,8506.96,1.87,34,0,1,2024-05-05,none,0
INV-74774,V-006,GlobalParts Co,industrial,PO-28100,50768.15,48783.926205440905,50768.15,-3.91,24,0,1,2024-04-21,none,0
INV-68711,V-008,TechServe Inc,IT,PO-87558,41494.3,42264.04,41494.3,1.86,5,0,1,2025-03-15,duplicate,1
INV-8488,V-003,MedCo Supplies Inc,medical,PO-57688,12827.3,13048.2,12827.3,1.72,26,0,1,2024-10-21,none,0
INV-67139,V-005,FastTech Solutions,IT,PO-45562,26380.48,26095.62,26380.48,-1.08,23,0,1,2024-07-26,none,0
INV-15710,V-003,MedCo Supplies Inc,medical,PO-59049,11893.2,11558.4,11893.2,-2.82,37,0,1,2026-02-16,none,0
INV-55800,V-002,BioTech Equipment Ltd,medical,PO-30359,187964.26,189988.44,187964.26,1.08,36,0,1,2025-01-10,none,0
INV-53654,V-NEW-016,NewVendor Corp 16,medical,PO-60213,156945.87,157609.82,151667.33,0.42,9,1,1,2024-05-11,new_vendor_risk,1
INV-24942,V-003,MedCo Supplies Inc,medical,PO-43496,12269.3,12013.77,12269.3,-2.08,19,0,1,2025-12-25,none,0
INV-50549,V-008,TechServe Inc,IT,PO-41913,49152.5,48681.03,49152.5,-0.96,25,0,1,2025-04-29,none,0
INV-18818,V-006,GlobalParts Co,industrial,PO-71285,52566.75,54073.19,52566.75,2.87,35,0,1,2025-08-06,none,0
INV-19456,V-008,TechServe Inc,IT,PO-16897,41523.39,40413.3,41523.39,-2.67,39,0,1,2025-06-20,none,0
INV-89766,V-005,FastTech Solutions,IT,PO-29050,25613.93,26060.7,25613.93,1.74,34,0,1,2024-12-06,none,0
INV-49661,V-005,FastTech Solutions,IT,PO-68202,28826.37,28418.48,28826.37,-1.41,25,0,1,2026-02-10,none,0
INV-41762,V-002,BioTech Equipment Ltd,medical,PO-67220,182231.18,178015.92,182231.18,-2.31,27,0,1,2025-07-02,none,0
INV-71678,V-002,BioTech Equipment Ltd,medical,PO-41372,162329.57,162909.64,162329.57,0.36,30,0,1,2025-04-29,none,0
INV-61435,V-003,MedCo Supplies Inc,medical,PO-88654,11315.5,11158.22,11315.5,-1.39,30,0,1,2026-01-21,none,0
INV-98124,V-008,TechServe Inc,IT,PO-68232,41213.18,54546.97,41213.18,32.35,33,0,0,2024-09-21,overbilling,1
INV-25703,V-010,ProMed Devices,medical,PO-84928,99502.35,100452.24,99502.35,0.95,35,0,1,2026-01-14,none,0
INV-52961,V-009,CleanCo Services,facilities,PO-77410,6080.56,6189.3,6080.56,1.79,27,0,1,2025-06-16,none,0
INV-34345,V-005,FastTech Solutions,IT,PO-31888,25516.53,26229.09,25516.53,2.79,36,0,1,2025-04-06,none,0
INV-86206,V-010,ProMed Devices,medical,PO-56936,88226.07,87720.45,88226.07,-0.57,20,0,1,2025-11-06,none,0
INV-53492,V-001,Apex Supplies Ltd,industrial,PO-56352,31925.35,32137.209038789984,31925.35,0.66,34,0,1,2025-07-12,none,0
INV-38811,V-003,MedCo Supplies Inc,medical,PO-44003,12600.2,12376.76,12600.2,-1.77,33,0,1,2024-07-14,none,0
INV-66824,V-005,FastTech Solutions,IT,PO-77969,29166.74,28496.105426221893,29166.74,-2.3,19,0,1,2024-10-31,none,0
INV-18964,V-005,FastTech Solutions,IT,PO-51881,30602.53,30812.650776250193,30602.53,0.69,31,0,1,2025-07-20,none,0
INV-85185,V-003,MedCo Supplies Inc,medical,PO-73858,12780.41,12888.99,12780.41,0.85,40,0,1,2024-09-22,none,0
INV-33598,V-001,Apex Supplies Ltd,industrial,PO-92633,31698.62,48389.96,31698.62,52.66,28,0,0,2024-08-20,overbilling,1
INV-42751,V-004,OfficeMax,stationery,PO-17660,1818.98,1790.72,1818.98,-1.55,28,0,1,2025-10-19,none,0
INV-21108,V-010,ProMed Devices,medical,PO-88780,91143.6,92696.76,91143.6,1.7,2,0,1,2024-03-28,duplicate,1
INV-76572,V-008,TechServe Inc,IT,PO-51575,45132.62,46021.67,0.0,1.97,36,0,0,2024-09-14,phantom_delivery,1
INV-36466,V-NEW-001,NewVendor Corp 1,IT,PO-54776,145632.25,154923.49,137380.35,6.38,14,1,0,2024-06-23,new_vendor_risk,1
INV-95371,V-007,SafetyFirst Ltd,safety,PO-13002,8079.1,7887.343415768257,8079.1,-2.37,36,0,1,2024-12-29,none,0
INV-42126,V-008,TechServe Inc,IT,PO-86718,41727.05,39203.41833950038,41727.05,-6.05,27,0,1,2024-05-09,none,0
INV-2468,V-002,BioTech Equipment Ltd,medical,PO-81793,175007.87,175212.34,175007.87,0.12,32,0,1,2025-12-31,none,0
INV-86520,V-008,TechServe Inc,IT,PO-76054,48754.26,49749.9,48754.26,2.04,27,0,1,2025-02-20,none,0
